Cell-cycle variance	Genetic variance	Cell-cycle q-value	Genetic q-value	total umis	gene id	gene name		
3.615551552656655e-46	0.047044458053844156	1.2552510225146681e-45	0.16332944840005195	NA	NA	287	YAL009W	SPO7
0.019451240662592156	0.026176042653842043	0.03744007437144352	0.05038408606987645	NA	NA	1353	YAL008W	FUN14
0.1027936027725075	0.01620329468528054	0.10285725322308858	0.01621332786808374	2.6692107803974438e-80	0.014456215695539216	5454	YAL007C	ERP2
0.05431020651147666	0.20656984364703346	0.061020684562914165	0.2320932671602431	1.3015899557987484e-56	1.8983082109299736e-108	13103	YAL005C	SSA1
0.013940196868813324	0.031781956104697896	0.0038937511775986137	0.008877279867252647	2.499139564909033e-13	1.8164098748987993e-9	28168	YAL003W	EFB1
7.173343949912997e-72	0.035676341045799476	2.4603565946681706e-71	0.12236485742012702	NA	NA	284	YAL002W	VPS8
0.0051840824583074645	2.7730884619431834e-7	0.015404706730881833	8.240342401685867e-7	0.41705330265318147	1	404	YAL001C	TFC3
0.0013992870155189576	0.027203228344331774	0.003278763497312351	0.06374171354071237	NA	0.12555586137173755	828	YAR002W	NUP60
0.06644375845098173	0.01715292198877867	0.06824905683935377	0.017618972422169768	5.69220047198073e-52	0.01610092073595321	4970	YAR002C-A	ERP1
3.8267934723272948e-28	0.030415392043270883	9.768605423790809e-28	0.07764097169840899	NA	NA	673	YAR003W	SWD1
0.20262532803081998	0.018488316682997923	0.659466633866933	0.06017227997749616	1.3760957184659346e-54	0.32167504081586273	637	YAR007C	RFA1
0.19913471615122638	3.88600513540054e-9	0.698535074003481	1.3631530138489144e-8	1.4366663906559842e-55	1	468	YAR008W	SEN34
0.0018393221870179781	4.780769134930579e-4	0.004665326976717655	0.001212612524987323	0.5195953693613345	1	617	YAR014C	BUD14
0.02558971756713278	0.02933899613154725	0.040825329213004524	0.04680685406969454	1.2964831869476246e-18	0.0034833390106635753	2294	YAR015W	ADE1
0.3889247107860669	8.486623075226932e-11	1.8730646452096542	4.0871647387228624e-10	1.2583558914518729e-70	1	437	YAR018C	KIN3
1.822278168713744e-46	0.06073578470036086	7.741145335148082e-46	0.25800920215250267	NA	NA	148	YAR019C	CDC15
0.003664998706797714	0.10553012295894414	0.008590883739193566	0.24736625844957752	0.07683521038681922	2.6473955263578834e-13	1051	YAR027W	UIP3
9.52740370204202e-11	0.21841988357821393	4.738992376095082e-10	1.0864346630371915	1	1.257391124959264e-6	185	YAR028W	YAR028W
8.848228287977445e-10	0.12079920699004412	4.185142586105934e-9	0.5713707751288389	1	0.047457020392742945	134	YAR033W	MST28
0.048488397791630077	2.3196794065406203e-9	0.1943869059813003	9.29944735735949e-9	5.097409785849846e-4	1	169	YAR035W	YAT1
0.0030144653201494695	0.0273376287106277	0.011337584177454455	0.10281845495020292	0.6078963047925579	0.836964313570349	198	YAR042W	SWH1
0.0010503693948744003	0.009191708814755261	0.0022356687709495036	0.019564180419848264	0.6534388758552191	0.7154381112053044	1012	YBL107C	MIX23
0.011582776904145489	9.062233583468326e-9	0.0466651260548299	3.651026658033182e-8	0.13570214407159137	1	139	YBL106C	SRO77
0.001186784158231365	0.046688297549925935	0.003742110673933579	0.14721529218062274	NA	NA	388	YBL105C	PKC1
5.632746465598344e-35	0.0395677087429171	1.8768663675506954e-34	0.13184208136151931	NA	NA	318	YBL104C	SEA4
2.1476058479850244e-30	6.369714543122316e-19	7.543317410907296e-30	2.237318298454318e-18	NA	NA	219	YBL103C	RTG3
1.4330754630354468e-4	1.766443447534456e-8	2.3407830701521209e-4	2.885305779788881e-8	1	1	1767	YBL102W	SFT2
2.370544830563485e-26	3.110331497869071e-9	7.228861344370903e-26	9.48480486141257e-9	1	1	365	YBL101C	ECM21
0.005531139824748061	0.048163799743088584	0.0036359044162155344	0.03166055781198642	2.6219601421673016e-5	6.141126460311424e-15	9804	YBL099W	ATP1
0.011097693029201237	0.016935435837829377	0.02735111711412707	0.04173868278392949	0.0025650797571827974	0.5155425950189602	755	YBL095W	MRX3
0.001617187191296655	0.0085313580277038	0.0031315672627129495	0.016520364278064387	0.5933336451569446	0.7335136680932359	1246	YBL093C	ROX3
0.01304076540509867	0.07593027663832001	0.004633591524671579	0.02697923590893904	2.0327022873159074e-14	4.4536624044881783e-35	28496	YBL092W	RPL32
0.006630567422203461	1.2612145223776649e-5	0.016639077166604184	3.164954735428955e-5	NA	NA	669	YBL091C-A	SCS22
4.276665966267215e-23	9.845664892269421e-20	7.261639944969019e-23	1.6717619292788959e-19	NA	NA	1607	YBL091C	MAP2
0.005590095105793781	2.5209333329384935e-6	0.014518935870926267	6.5475217689730365e-6	NA	NA	617	YBL090W	MRP21
1.4999890996863974e-27	1.6873646584098338e-6	4.067175694565329e-27	4.575238932061447e-6	NA	NA	507	YBL089W	AVT5
5.057290756710175e-4	2.089192779900286e-9	0.0017133256670540677	7.0778363068760634e-9	1	1	250	YBL088C	TEL1
0.019648168601907698	0.05172787458996443	0.010719154541958481	0.028220395146804675	5.165945332642825e-20	3.495352282874109e-18	13201	YBL087C	RPL23A
0.01969294580254903	8.956816326649245e-7	0.0610792377182432	2.7780278232586124e-6	4.001870368983502e-4	1	359	YBL085W	BOI1
0.01896860949508502	0.0073312977475146635	0.05424886160093264	0.020966985321892177	NA	NA	470	YBL082C	ALG3
0.02325979713596466	3.5041769494306714e-15	0.07591290655696754	1.1436568245468396e-14	NA	NA	307	YBL081W	YBL081W
0.03689609155612219	0.016256260449838553	0.14797601500864382	0.06519760058191261	0.0011465355736680887	0.9979159616928315	168	YBL080C	PET112
6.420288442399994e-15	3.1166433824620084e-10	1.8794207929164242e-14	9.123397538374249e-10	NA	NA	403	YBL079W	NUP170
0.037224779544310624	0.02063479960468003	0.06121425413217256	0.03393287703594726	1.535539883640174e-17	0.0614602213990964	2190	YBL078C	ATG8
0.009030996119908652	3.4100498231020316e-8	0.012882979025373007	4.8645354026511056e-8	6.490595553376203e-4	1	2352	YBL076C	ILS1
0.011523843193279294	1.5833362109067195e-8	0.037206874748425066	5.112095947141066e-8	0.13858359227844672	1	325	YBL075C	SSA3
0.017077753686641137	0.048319511916719626	0.006574713383308706	0.018602384570185464	2.2022160338762618e-15	2.5608899685850987e-16	19430	YBL072C	RPS8A
0.018934001604087366	0.022609786542899267	0.0409256859788911	0.04887086435572605	4.79389406039289e-7	0.17461953047481707	1110	YBL071W-A	KTI11
4.0152331708878346e-5	2.7695387412941994e-7	1.3913312516977772e-4	9.596817020462863e-7	NA	NA	230	YBL069W	AST1
0.017434282873144656	0.004250394474667409	0.039687383184462265	0.009675593508987286	NA	1	862	YBL068W	PRS4
0.019127881563210193	3.284353812360142e-6	0.0577910589014101	9.923016513665665e-6	0.011121540863848874	1	393	YBL067C	UBP13
0.0012290988566450909	0.056141098363820904	0.00497431261739365	0.2272098557700727	0.8929208096512498	0.41809134556233046	175	YBL066C	SEF1
0.05955024815481938	0.05369088315362455	0.07225800617253686	0.0651482787483495	1.6855901450139775e-39	2.5172505761167394e-12	4401	YBL064C	PRX1
0.14004656412109862	0.026064275892967486	0.6674830380399775	0.12422626835961828	3.571940897575165e-15	0.7505513228216233	137	YBL063W	KIP1
0.009122365461967836	7.019294513822722e-13	0.024541811705099656	1.8883940243248684e-12	NA	NA	533	YBL061C	SKT5
0.004299106113030078	0.017852977420627532	0.016140689177859505	0.06702773829478557	0.6427144501679702	0.969879669892635	190	YBL060W	YEL1
0.005384567134525935	0.035268794336258395	0.014502468686403047	0.0949908456316068	0.11853361085856662	0.13330143851167078	619	YBL059C-A	CMC2
0.02853308841471051	7.795490148405234e-8	0.05955959652510731	1.6272204438797875e-7	NA	1	1080	YBL058W	SHP1
0.005857392257550138	0.02057022108646944	0.011984209956833629	0.04208662106263693	0.011837083023559812	0.23096087024447526	1131	YBL057C	PTH2
0.009037698075389138	7.940939774120236e-4	0.011866596687824346	0.0010426541010303714	NA	1	2669	YBL056W	PTC3
0.006002155344451292	6.053989555909353e-7	0.017599887881565704	1.7751879334258544e-6	NA	NA	409	YBL055C	YBL055C
0.009267741984893881	0.0103003375734433	0.037681122047680135	0.04187948670451324	0.440165119704544	1	137	YBL054W	TOD6
0.03733971567525771	1.9570388319689388e-6	0.11477907605418693	6.015769131429242e-6	1.1702047024333921e-7	1	398	YBL052C	SAS3
1.0674325979739018e-19	0.031199836585230054	2.738408823571571e-19	0.08004056458567513	1	NA	666	YBL051C	PIN4
0.014514379243705642	6.589736530360729e-18	0.021296366071345035	9.668855905438492e-18	NA	NA	2195	YBL050W	SEC17
0.1066597063103401	0.0744481188935003	0.4811843972671416	0.3358651027334449	6.1793594275958545e-15	0.0459766972472924	197	YBL049W	MOH1
0.0925528148869659	0.040792140002529446	0.38222766828716537	0.16846472553701033	2.852362205343338e-12	0.2888387664245576	213	YBL048W	RRT1
0.0037890838883681156	6.883376459667467e-6	0.008341512025162232	1.5153469599419062e-5	0.08655569668735263	1	921	YBL047C	EDE1
0.009569320141738549	0.04523775861640604	0.03651561832172628	0.17262299754838734	NA	0.35319266017857137	205	YBL046W	PSY4
0.006025160993757967	0.072445626814659	0.007579380691226854	0.09113332998266936	5.32373497546553e-4	4.7418395502559686e-20	3579	YBL045C	COR1
0.03723559806332434	0.027394403588235503	0.13928929915843505	0.10247578863053118	0.003476574810060669	0.6006663673081728	253	YBL043W	ECM13
0.061954938723239865	0.0352906956765116	0.21787386409006718	0.12410504137233574	1.1537973838182322e-14	0.2859366518785506	328	YBL042C	FUI1
0.020548515291914995	0.0040089950781254085	0.022740748414394607	0.004436697599367039	2.1792336396970586e-8	0.8418935624185339	3690	YBL041W	PRE7
0.019078929569572845	0.03791473951650701	0.022552928879888485	0.04481846954238871	5.791887789456682e-18	4.166598109052184e-7	3575	YBL040C	ERD2
7.03242852553569e-45	4.681003801624593e-9	1.8581012546691844e-44	1.236810158159031e-8	NA	NA	567	YBL039W-B	YBL039W-B
0.05586031990764626	0.02298265897714315	0.10921713882612684	0.04493530041091989	9.216233527002126e-20	0.0689602077854423	1523	YBL039C	URA7
2.1814630812002207e-27	0.001005157785830974	4.573133325899715e-27	0.002107173212228796	NA	NA	1001	YBL038W	MRPL16
0.0035727588045282505	0.07315642637804771	0.01289852966884672	0.264112521368104	NA	0.03743916693926786	278	YBL037W	APL3
0.026259113906391747	3.365421000288819e-7	0.048461419419234	6.210913254677489e-7	2.5702307525433343e-9	1	1416	YBL036C	YBL036C
0.18771719629510727	2.139244200369924e-9	0.8148971052733371	9.286650028661562e-9	NA	NA	216	YBL035C	POL12
0.018561746970526646	2.0068473939490476e-9	0.07386448145175692	7.986033983882624e-9	NA	NA	147	YBL034C	STU1
6.134569826777337e-8	0.009099074347104556	1.7527012223341745e-7	0.025996865600366962	NA	NA	464	YBL033C	RIB1
0.05960802122874687	0.012437899196594262	0.16834568496079916	0.03512726335418488	5.726177179974332e-18	0.702590170028317	574	YBL032W	HEK2
0.151188843865113	0.012002810167307315	0.6081788511945383	0.04828302877407965	NA	0.8844937099557744	255	YBL031W	SHE1
0.020162126086167874	0.10075425324859623	0.012347632524131036	0.06170363626534379	1.491479543691642e-19	1.360311945886448e-47	14603	YBL030C	PET9
0.021736745516636933	0.01809987147226321	0.0403738641128011	0.03361872874304055	4.303511621369419e-5	0.16190534986845975	1531	YBL029C-A	YBL029C-A
0.020366445819736293	0.045931217422400535	0.07056476136980303	0.1591404521693908	0.006369186621988199	0.22955167334108495	309	YBL029W	YBL029W
0.00834172331086126	0.011489521708420797	0.021741616694187525	0.029945943742677356	NA	NA	603	YBL028C	YBL028C
0.01682552832945547	0.04423696258994111	0.00743346023070814	0.019543737094066822	7.509095877018814e-18	4.07668468298809e-15	16928	YBL027W	RPL19B
0.01669952176109677	1.1050782216911368e-7	0.03426712655480302	2.2676011814819665e-7	9.143971678807347e-7	1	1153	YBL026W	LSM2
0.016227149995588348	1.359450052197835e-23	0.05872446993775491	4.919716878433685e-23	NA	NA	209	YBL025W	RRN10
0.013796845979837026	0.009258309169169626	0.030712095254670387	0.02060920833038716	NA	0.7648234127482573	915	YBL024W	NCL1
0.14506818484810274	0.02966596729109642	0.48782955294824265	0.09975954118779357	8.023491913725551e-16	0.17805881667039622	479	YBL023C	MCM2
1.6728167422004653e-35	6.166999091800274e-6	3.773406938897651e-35	1.3911025982776771e-5	NA	NA	834	YBL022C	PIM1
1.9395577037964918e-25	0.010035364618308519	5.744171681461236e-25	0.029720619881940993	1	1	415	YBL021C	HAP3
0.010000690791036557	0.017008416066703082	0.027146526682817997	0.046168752762664814	NA	0.5684409577910856	550	YBL020W	RFT1
0.0022424465419747116	0.012033315867441866	0.007322281992666951	0.039292500596536724	0.618393061909485	1	301	YBL019W	APN2
0.008381964810039812	0.007202051847547253	0.01922309899601236	0.01651710055785321	0.02430003748469311	0.9184413891682887	875	YBL018C	POP8
0.003285548741109298	0.014969755054397939	0.007995692576177781	0.03643031005993761	0.1507596906496929	0.6299965291353004	739	YBL017C	PEP1
0.03894487129891366	0.0625340954265095	0.12316376427197219	0.19776505432402014	9.053376894337761e-11	0.007106526879132311	471	YBL016W	FUS3
0.012484996786430983	0.08116670537291241	0.034643855155904374	0.22522453409657411	6.924085615791223e-4	1.857018662769756e-5	749	YBL015W	ACH1
4.455503057787734e-22	0.058503608019038714	1.6453372564443312e-21	0.21604331690871798	NA	NA	245	YBL014C	RRN6
0.0019695336561372213	1.5694681657986846e-9	0.005142183676083798	4.097667261056893e-9	0.5212688602625214	1	575	YBL011W	SCT1
0.024746460471651185	3.2660367211157214e-9	0.07891547334126155	1.0415260561891236e-8	0.006719438195832225	1	338	YBL010C	YBL010C
0.1582491182243855	3.020638813791878e-6	0.7116372697974149	1.3583640671178856e-5	1.314365237806762e-19	1	168	YBL009W	ALK2
0.008879351081325274	1.4802412063839407e-12	0.029296451025656655	4.883894511186908e-12	NA	1	282	YBL008W	HIR1
0.003225233768871449	2.866743189945813e-7	0.007151040199559835	6.356189120607585e-7	0.15943456321943741	1	895	YBL007C	SLA1
3.360726236529895e-4	3.649473264177057e-12	7.155675839103348e-4	7.77047751705291e-12	0.9571616953630533	1	1011	YBL006C	LDB7
0.008635040248506254	2.0896894698979346e-9	0.03248337170042298	7.861012552998444e-9	0.3725206282582448	1	176	YBL004W	UTP20
0.7375984696774535	0.005285552864186897	1.6165743194376803	0.01158420112776435	0	0.04193055548019976	15034	YBL003C	HTA2
0.8165345935318065	0.003899975895640512	2.4816091386384542	0.011852793377962608	0	0.13383086269204766	18558	YBL002W	HTB2
0.04460873647210149	0.011846230992576574	0.054363009296385545	0.014436561456505933	1.8548388009790526e-35	0.17461953047481707	3502	YBL001C	ECM15
0.002053552269429727	0.036237012087789566	0.00578072159767062	0.1020066942192361	0.4988911285684563	0.13129690313829206	535	YBR001C	NTH2
0.00651666428989821	0.023982302604368236	0.014228087562987931	0.052361497575679886	0.010345559469590255	0.08398825935689473	981	YBR002C	RER2
0.017884267430033487	0.022834503550922248	0.043404542114795094	0.05541860604153285	0.009895872343337709	0.21950954316165788	772	YBR003W	COQ1
5.306330308800361e-10	6.795973246513321e-11	1.670447010323975e-9	2.1393906016465817e-10	1	1	334	YBR004C	GPI18
0.010188264217468582	1.2216614043120092e-5	0.028872139245564588	3.462020362188067e-5	0.035134488864869966	1	479	YBR005W	RCR1
0.06078894944512252	0.051699274832519584	0.12815309681539339	0.10899056873615888	2.1471697295121928e-29	1.291950219925346e-6	1670	YBR006W	UGA2
0.013349141112490009	2.64511702728866e-9	0.03829537996916278	7.588185694444793e-9	0.04723156375276194	1	447	YBR007C	DSF2
0.0063540812789277595	0.014335835843584265	0.017762196269682173	0.040074389792297056	0.09603457568573213	0.7551108939859242	497	YBR008C	FLR1
0.6985584298917847	0.00582843137343371	1.5838952390325973	0.013215250590906143	0	0.12413628290257664	18752	YBR009C	HHF1
0.6237413997270397	0.009788827542173554	1.0148657253195597	0.015927026116854665	0	0.004559212672752349	20948	YBR010W	HHT1
0.007205585888519887	0.01209751934380976	0.0020907909763237167	0.0035102467268119148	1.0810737999542709e-7	0.019214589753222745	23452	YBR011C	IPP1
0.026539389268515432	0.14198630886360925	0.09868131392454571	0.5279471722651704	5.533968320003565e-8	1.485125362348316e-9	412	YBR012C	YBR012C
1.1903483845746346e-16	0.19683946225838148	4.909481173755966e-16	0.8118460500579443	1	1.3876735407652127e-11	308	YBR013C	YBR013C
0.012283095204140193	0.005763467988368675	0.022831900198010447	0.010713173163430907	4.8388433539467636e-5	0.8718722895956925	1383	YBR014C	GRX7
0.04543418842196148	0.012762180482570364	0.0731768349104144	0.020554917050494687	1.0320325984259286e-20	0.2396076268170454	2032	YBR015C	MNN2
0.05544071787790861	0.021498800611992358	0.08210058033225373	0.031836961609678346	6.125714058306617e-37	0.015778877943281037	2761	YBR016W	YBR016W
1.178676684190372e-11	3.457306148375859e-7	2.751657624807472e-11	8.071189455153129e-7	1	NA	764	YBR017C	KAP104
0.005352485753868855	0.015072862526693527	0.019576786593143585	0.05512919166941889	0.46177081021887295	0.9350974717232434	218	YBR021W	FUR4
0.0014233890792994671	1.4810550725603224e-8	0.0033900683054358762	3.527410694033741e-8	NA	NA	765	YBR022W	POA1
0.01792443475772624	0.04133684555538551	0.05375686123402692	0.12397261617499093	0.023499378002988448	0.07993559326329097	459	YBR023C	CHS3
0.003039179843470574	6.582430906346877e-6	0.008476634103554622	1.835918279890768e-5	0.4756856175401272	1	480	YBR024W	SCO2
0.010746421103975431	0.0048459535289777185	0.009785027389275341	0.00441242601135937	2.970850171127935e-8	0.6796471866926888	5145	YBR025C	OLA1
0.05423053106712729	0.07171551416689809	0.10352450734074856	0.13690283179463394	1.6105475403957055e-31	4.693061233035722e-11	1694	YBR026C	ETR1
0.022071797208079214	0.0018801401952897165	0.05790221405830974	0.004932279823930626	NA	NA	597	YBR028C	YPK3
0.006818560084564573	3.892209460497979e-9	0.00854596257217998	4.878255226906119e-9	NA	NA	2882	YBR029C	CDS1
9.488443722112417e-62	4.1563716706317714e-43	2.3986091920637662e-61	1.0507003663390315e-42	NA	NA	618	YBR030W	RKM3
0.045824359868925975	0.0420724164357608	0.021330676047136156	0.01958419251416494	9.203610617228127e-51	4.631953223127858e-16	15278	YBR031W	RPL4A
1.836915761382242e-13	0.07221273084177114	6.753239580719985e-13	0.2654829809863279	1	0.0644908987203604	267	YBR033W	EDS1
0.019463412538971568	0.010318433468054998	0.042242192065963996	0.022394492615552472	NA	NA	989	YBR034C	HMT1
2.3465973014265085e-20	2.459341594030568e-22	3.336669042882481e-20	3.496982186797272e-22	1	NA	2273	YBR035C	PDX3
0.005428375555081382	7.973837122333038e-6	0.0057368367025003066	8.426941172177943e-6	3.809834247013559e-5	NA	3829	YBR036C	CSG2
5.008236426824954e-308	0.07072284457334069	1.7604036594051377e-307	0.24859200680623386	NA	0.028857599023173627	305	YBR037C	SCO1
0.318618258649862	0.026421108550011833	1.3760891210515214	0.11411084912665713	1.2562859627059238e-113	0.15403955459670418	475	YBR038W	CHS2
0.0013509619681974071	0.040033472267690925	0.0012160015505562418	0.03603414862715741	0.1833110995002883	1.3546564842153659e-8	5398	YBR039W	ATP3
0.004004329840428777	3.0050974914435646e-6	0.009416846978584248	7.066986077655699e-6	0.2925110530312191	1	763	YBR041W	FAT1
0.023512616896129216	5.986125144500521e-6	0.06372214012413732	1.6223149764383746e-5	9.018483728879216e-4	1	544	YBR042C	CST26
1.7556978030364273e-29	7.780665337818446e-24	4.9567369999064135e-29	2.196660022992228e-23	NA	NA	450	YBR043C	QDR3
0.00588100217604567	0.016562991892587517	0.018220350621740943	0.05131498179973699	0.1443621705110153	0.7907138723267181	374	YBR044C	TCM62
0.04478191972629318	0.06850939771877691	0.16071967210537583	0.2458761929992416	2.896529465511391e-9	0.01600660563724764	342	YBR045C	GIP1
0.024585098043880264	0.012869019056842968	0.06361296757486652	0.03329807717350416	1.413994139252859e-7	0.676461239880489	674	YBR046C	ZTA1
0.017775193526555596	7.026969235635175e-9	0.06461901879503204	2.5545480358975887e-8	0.010605767191374146	1	229	YBR047W	FMP23
0.02951186057801851	0.07672580023744816	0.011754863496841796	0.030560638699578414	1.5774163505435785e-25	3.803954424768811e-35	20358	YBR048W	RPS11B
0.04162502097859032	0.03006941117455271	0.11396483084353205	0.08232681395728551	4.406881162203359e-13	0.10921254841447593	623	YBR049C	REB1
0.04351831769100859	0.02667198371495007	0.0680753137523367	0.04172274472290981	2.3947486675007092e-17	0.006934821857866024	2274	YBR052C	RFS1
0.03915842089936784	0.01856212432256286	0.06123148704600528	0.029025339860466532	1.9041496450516768e-19	0.07905691031422897	2161	YBR053C	YBR053C
0.5556308820556255	0.06351406741409209	1.7436199533241314	0.1993128870920067	1.578923101917e-312	5.382389074092591e-36	11969	YBR054W	YRO2
4.2281593766655224e-10	5.68517654457721e-23	1.2151123190188171e-9	1.6338381408320033e-22	1	1	439	YBR055C	PRP6
0.047984768856403674	0.030934016830563668	0.0898233644366322	0.057905821648859	1.6862501599670192e-22	0.003588013639159791	1569	YBR056W	YBR056W
0.1568949608935528	0.09586298250020948	0.37097270445868913	0.22666470403537387	1.4496782231216888e-92	4.479811939517829e-17	2393	YBR056W-A	YBR056W-A
4.6182136687027526e-10	2.074506051751312e-9	1.3558462405898321e-9	6.09047444125286e-9	1	1	402	YBR057C	MUM2
3.401885057533816e-41	0.13569592106740344	1.2203146060925686e-40	0.4867645780653794	NA	5.893545607754619e-8	369	YBR058C	UBP14
